filename,ai_tags
the-man-stood-and-picked-up-his-ax-original-art-7816.jpg,jungle
butterflies2-7901.jpg,butterflies
the-man-awoke-with-a-start-surroundedby-the-animals-7815.jpg,jungle
he-hesitated-then-he-dropped-his-ax-7855.jpg,jungle
introduction-original-artand-title-page-border--7812.jpg,jungle
two-men-walked-into-the-forest-original-art--7813.jpg,jungle
